id,title,Director
423,The Pianist,Roman Polanski
2447,The Nativity Story,Catherine Hardwicke
10066,House of Wax,Jaume Collet-Serra
2288,Closer,Mike Nichols
88794,J. Edgar,Clint Eastwood
13515,Mirrors,Alexandre Aja
11979,Queen of the Damned,Michael Rymer
169,Predator 2,Stephen Hopkins
8090,Untraceable,Gregory Hoblit
11622,Blast from the Past,Hugh Wilson
3604,Flash Gordon,Mike Hodges
9541,Jersey Girl,Kevin Smith
94348,Alex Cross,Rob Cohen
8197,Midnight in the Garden of Good and Evil,Clint Eastwood
336004,Heist,Scott Mann
35019,Nanny McPhee and the Big Bang,Susanna White
10410,Hoffa,Danny DeVito
8836,The X Files: I Want to Believe,Chris Carter
14442,Ella Enchanted,Tommy O'Haver
321741,Concussion,Peter Landesman
59965,Abduction,John Singleton
14175,Valiant,Gary Chapman
11004,Wonder Boys,Curtis Hanson
11918,Superhero Movie,Craig Mazin
98357,Broken City,Allen Hughes
10012,Cursed,Wes Craven
49526,Premium Rush,David Koepp
268920,Hot Pursuit,Anne Fletcher
9093,The Four Feathers,Shekhar Kapur
119283,Parker,Taylor Hackford
11823,Wimbledon,Richard Loncraine
35169,Furry Vengeance,Roger Kumble
118957,Bait,Kimble Rendall
849,Krull,Peter Yates
4515,Lions for Lambs,Robert Redford
18886,Flight of the Intruder,John Milius
6575,Walk Hard: The Dewey Cox Story,Jake Kasdan
6440,The Shipping News,Lasse Hallström
13496,American Outlaws,Les Mayfield
18320,The Young Victoria,Jean-Marc Vallée
22787,Whiteout,Dominic Sena
8967,The Tree of Life,Terrence Malick
37498,Knock Off,Tsui Hark
144336,Sabotage,David Ayer
9616,The Order,Brian Helgeland
13056,Punisher: War Zone,Lexi Alexander
14113,Zoom,Peter Hewitt
285783,The Walk,Robert Zemeckis
49478,Warriors of Virtue,Ronny Yu
9726,A Good Year,Ridley Scott
20763,Radio Flyer,Richard Donner
9702,Bound by Honor,Taylor Hackford
9311,Smilla's Sense of Snow,Bille August
9280,Femme Fatale,Brian De Palma
26843,Lion of the Desert,Moustapha Akkad
11876,The Horseman on the Roof,Jean-Paul Rappeneau
22267,Ride with the Devil,Ang Lee
45958,Biutiful,Alejandro González Iñárritu
1969,Bandidas,Joachim Rønning
310706,Black Water Transit,Tony Kaye
198663,The Maze Runner,Wes Ball
239573,Unfinished Business,Ken Scott
10436,The Age of Innocence,Martin Scorsese
1381,The Fountain,Darren Aronofsky
2162,Chill Factor,Hugh Johnson
127493,Stolen,Simon West
12429,Ponyo,Hayao Miyazaki
228205,The Longest Ride,"George Tillman, Jr."
2900,The Astronaut's Wife,Rand Ravich
21311,I Dreamed of Africa,Hugh Hudson
77875,Playing for Keeps,Gabriele Muccino
192136,Mandela: Long Walk to Freedom,Justin Chadwick
18254,Reds,Warren Beatty
881,A Few Good Men,Rob Reiner
10877,Exit Wounds,Andrzej Bartkowiak
9600,Big Momma's House,Raja Gosnell
202575,Thunder and the House of Magic,Ben Stassen
71469,The Darkest Hour,Chris Gorak
85446,Step Up Revolution,Scott Speer
326,Snakes on a Plane,David R. Ellis
10685,The Watcher,Joe Charbanic
7220,The Punisher,Jonathan Hensleigh
9763,Goal!: The Dream Begins,Danny Cannon
72387,Safe,Boaz Yakin
12596,Pushing Tin,Mike Newell
1892,Return of the Jedi,Richard Marquand
13460,Doomsday,Neil Marshall
8055,The Reader,Stephen Daldry
50647,Wanderlust,David Wain
10719,Elf,Jon Favreau
9294,Phenomenon,Jon Turteltaub
11888,Snow Dogs,Brian Levant
9647,Scrooged,Richard Donner
9353,Nacho Libre,Jared Hess
55721,Bridesmaids,Paul Feig
109414,This Is the End,Seth Rogen
10307,Stigmata,Rupert Wainwright
11978,Men of Honor,"George Tillman, Jr."
22907,Takers,John Luessenhop
87567,The Big Wedding,Justin Zackham
38322,"Big Mommas: Like Father, Like Son",John Whitesell
45612,Source Code,Duncan Jones
7305,Alive,Frank Marshall
3594,The Number 23,Joel Schumacher
157841,The Young and Prodigious T.S. Spivet,Jean-Pierre Jeunet
11519,1941,Steven Spielberg
12920,Dreamer: Inspired By a True Story,John Gatins
59,A History of Violence,David Cronenberg
9335,Transporter 2,Louis Leterrier
12106,The Quick and the Dead,Sam Raimi
11141,Laws of Attraction,Peter Howitt
8649,Bringing Out the Dead,Martin Scorsese
31867,Repo Men,Miguel Sapochnik
10253,Dragon Wars: D-War,Shim Hyung-Rae
3587,Bogus,Norman Jewison
124459,The Incredible Burt Wonderstone,Don Scardino
24662,Cats Don't Dance,Mark Dindal
32274,Cradle Will Rock,Tim Robbins
182,The Good German,Steven Soderbergh
5494,George and the Dragon,Tom Reeve
28,Apocalypse Now,Francis Ford Coppola
38073,Going the Distance,Nanette Burstein
2054,Mr. Holland's Opus,Stephen Herek
302156,Criminal,Ariel Vromen
606,Out of Africa,Sydney Pollack
87502,Flight,Robert Zemeckis
698,Moonraker,Lewis Gilbert
120467,The Grand Budapest Hotel,Wes Anderson
11313,Hearts in Atlantis,Scott Hicks
6488,Arachnophobia,Frank Marshall
10559,Frequency,Gregory Hoblit
296099,Vacation,John Francis Daley
8012,Get Shorty,Barry Sonnenfeld
1574,Chicago,Rob Marshall
9032,Big Daddy,Dennis Dugan
2770,American Pie 2,J.B. Rogers
862,Toy Story,John Lasseter
1637,Speed,Jan de Bont
72570,The Vow,Michael Sucsy
27569,Extraordinary Measures,Tom Vaughan
10637,Remember the Titans,Boaz Yakin
1669,The Hunt for Red October,John McTiernan
132363,The Butler,Lee Daniels
9472,DodgeBall: A True Underdog Story,Rawson Marshall Thurber
2907,The Addams Family,Barry Sonnenfeld
9273,Ace Ventura: When Nature Calls,Steve Oedekerk
9880,The Princess Diaries,Garry Marshall
2925,The First Wives Club,Hugh Wilson
807,Se7en,David Fincher
17654,District 9,Neill Blomkamp
11836,The SpongeBob SquarePants Movie,Stephen Hillenburg
322,Mystic River,Clint Eastwood
70,Million Dollar Baby,Clint Eastwood
9535,Analyze This,Harold Ramis
11036,The Notebook,Nick Cassavetes
6557,27 Dresses,Anne Fletcher
18126,Hannah Montana: The Movie,Peter Chelsom
16340,Rugrats in Paris: The Movie,Stig Bergqvist
10333,The Prince of Tides,Barbra Streisand
4476,Legends of the Fall,Edward Zwick
22947,Up in the Air,Jason Reitman
2755,About Schmidt,Alexander Payne
82654,Warm Bodies,Jonathan Levine
59967,Looper,Rian Johnson
16300,Down to Earth,Chris Weitz
9598,Babe,Chris Noonan
82696,Hope Springs,David Frankel
9870,Forgetting Sarah Marshall,Nicholas Stoller
8292,Four Brothers,John Singleton
8780,Baby Mama,Michael McCullers
9715,Hope Floats,Forest Whitaker
10521,Bride Wars,Gary Winick
10762,Without a Paddle,Steven Brill
10096,13 Going on 30,Gary Winick
59436,Midnight in Paris,Woody Allen
227783,The Nut Job,Peter Lepeniotis
4133,Blow,Ted Demme
10207,Message in a Bottle,Luis Mandoki
172,Star Trek V: The Final Frontier,William Shatner
21972,Like Mike,John Schultz
36593,The Naked Gun 33⅓: The Final Insult,Peter Segal
707,A View to a Kill,John Glen
533,The Curse of the Were-Rabbit,Nick Park
6023,P.S. I Love You,Richard LaGravenese
6439,Racing Stripes,Frederik Du Chau
4347,Atonement,Joe Wright
37056,Letters to Juliet,Gary Winick
4105,Black Rain,Ridley Scott
76489,The Three Stooges,Bobby Farrelly
3933,Corpse Bride,Tim Burton
9918,Glory Road,James Gartner
273481,Sicario,Denis Villeneuve
307081,Southpaw,Antoine Fuqua
16871,Drag Me to Hell,Sam Raimi
293863,The Age of Adaline,Lee Toland Krieger
13156,Secondhand Lions,Tim McCanlies
41233,Step Up 3D,Jon M. Chu
9266,Blue Crush,John Stockwell
1262,Stranger Than Fiction,Marc Forster
4513,30 Days of Night,David Slade
22970,The Cabin in the Woods,Drew Goddard
7278,Meet the Spartans,Jason Friedberg
9013,Midnight Run,Martin Brest
865,The Running Man,Paul Michael Glaser
10776,Little Shop of Horrors,Frank Oz
50456,Hanna,Joe Wright
9823,Mortal Kombat: Annihilation,John R. Leonetti
59861,Larry Crowne,Tom Hanks
133805,Carrie,Kimberly Peirce
12763,Take the Lead,Liz Friedlander
9766,Gridiron Gang,Phil Joanou
14034,What's the Worst That Could Happen?,Sam Weisman
12244,9,Shane Acker
109421,Side Effects,Steven Soderbergh
11137,The Prince & Me,Martha Coolidge
51162,Winnie the Pooh,Stephen Anderson
10152,Dumb and Dumberer: When Harry Met Lloyd,Troy Miller
9452,Bulworth,Warren Beatty
239566,Get on Up,Tate Taylor
53113,One True Thing,Carl Franklin
9271,Virtuosity,Brett Leonard
4474,My Super Ex-Girlfriend,Ivan Reitman
184346,Deliver Us from Evil,Scott Derrickson
48340,Sanctum,Alister Grierson
14846,Little Black Book,Nick Hurran
72207,The Five-Year Engagement,Nicholas Stoller
16232,Mr. 3000,Charles Stone III
43539,The Next Three Days,Paul Haggis
9920,Ultraviolet,Kurt Wimmer
8978,Assault on Precinct 13,Jean-François Richet
11702,The Replacement Killers,Antoine Fuqua
18550,Fled,Kevin Hooks
8869,Eight Legged Freaks,Ellory Elkayem
43347,Love & Other Drugs,Edward Zwick
3489,88 Minutes,Jon Avnet
9701,North Country,Niki Caro
2122,The Whole Ten Yards,Howard Deutch
37707,Splice,Vincenzo Natali
10658,Howard the Duck,Willard Huyck
13150,Pride and Glory,Gavin O'Connor
9042,The Cave,Bruce Hunt
17813,Alex & Emma,Rob Reiner
11208,Wicker Park,Paul McGuigan
58151,Fright Night,Craig Gillespie
11400,The New World,Terrence Malick
10350,Wing Commander,Christopher Roberts
28902,In Dreams,Neil Jordan
14164,Dragonball Evolution,James Wong
76640,The Last Stand,Kim Jee-woon
11058,Godsend,Nick Hamm
14844,Chasing Liberty,Andy Cadiff
57089,Hoodwinked Too! Hood VS. Evil,Mike Disa
1947,An Unfinished Life,Lasse Hallström
8054,The Imaginarium of Doctor Parnassus,Terry Gilliam
46829,Barney's Version,Richard J. Lewis
146238,Runner Runner,Brad Furman
9989,Antitrust,Peter Howitt
9665,Glory,Edward Zwick
311,Once Upon a Time in America,Sergio Leone
102362,Dead Man Down,Niels Arden Oplev
11162,The Merchant of Venice,Michael Radford
6016,The Good Thief,Neil Jordan
17186,Supercross,Steve Boyum
13967,Miss Potter,Chris Noonan
2008,The Promise,Chen Kaige
9053,DOA: Dead or Alive,Corey Yuen Kwai
4512,The Assassination of Jesse James by the Coward Robert Ford,Andrew Dominik
76349,1911,Jackie Chan
31203,Little Nicholas,Laurent Tirard
265208,Wild Card,Simon West
45610,Machine Gun Preacher,Marc Forster
50135,Animals United,Reinhard Klooss
1874,Goodbye Bafana,Bille August
271331,United Passions,Frédéric Auburtin
215211,Grace of Monaco,Olivier Dahan
367961,Savva. Heart of the Warrior,Maksim Fadeev
10955,Ripley's Game,Liliana Cavani
223702,Sausage Party,Conrad Vernon
254470,Pitch Perfect 2,Elizabeth Banks
69,Walk the Line,James Mangold
4967,Keeping the Faith,Edward Norton
9449,The Borrowers,Peter Hewitt
11499,Frost/Nixon,Ron Howard
4912,Confessions of a Dangerous Mind,George Clooney
12771,Serving Sara,Reginald Hudlin
323676,The Boss,Ben Falcone
12506,Cry Freedom,Richard Attenborough
24071,Mumford,Lawrence Kasdan
11249,Seed of Chucky,Don Mancini
9667,The Jacket,John Maybury
812,Aladdin,Ron Clements
277216,Straight Outta Compton,F. Gary Gray
87,Indiana Jones and the Temple of Doom,Steven Spielberg
14444,The Rugrats Movie,Norton Virgien
2043,Along Came a Spider,Lee Tamahori
315664,Florence Foster Jenkins,Stephen Frears
1428,Once Upon a Time in Mexico,Robert Rodriguez
562,Die Hard,John McTiernan
15373,Role Models,David Wain
318846,The Big Short,Adam McKay
26320,Taking Woodstock,Ang Lee
14292,Miracle,Gavin O'Connor
924,Dawn of the Dead,Zack Snyder
2018,The Wedding Planner,Adam Shankman
192577,Space Pirate Captain Harlock,Shinji Aramaki
9428,The Royal Tenenbaums,Wes Anderson
2832,Identity,James Mangold
137093,Last Vegas,Jon Turteltaub
699,For Your Eyes Only,John Glen
9778,Serendipity,Peter Chelsom
8831,Timecop,Peter Hyams
9398,Zoolander,Ben Stiller
112949,Safe Haven,Lasse Hallström
10439,Hocus Pocus,Kenny Ortega
3638,No Reservations,Scott Hicks
23483,Kick-Ass,Matthew Vaughn
62206,30 Minutes or Less,Ruben Fleischer
10577,Dracula 2000,Patrick Lussier
218778,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Miguel Arteta
4348,Pride & Prejudice,Joe Wright
78,Blade Runner,Ridley Scott
11780,Rob Roy,Michael Caton-Jones
192102,3 Days to Kill,McG
2001,We Own the Night,James Gray
10383,Lost Souls,Janusz Kamiński
11516,Winged Migration,Jacques Perrin
10025,Just My Luck,Donald Petrie
15198,"Mystery, Alaska",Jay Roach
23172,The Spy Next Door,Brian Levant
17834,A Simple Wish,Michael Ritchie
10016,Ghosts of Mars,John Carpenter
10317,Our Brand Is Crisis,David Gordon Green
58431,Pride and Prejudice and Zombies,Burr Steers
9746,Kundun,Martin Scorsese
13092,How to Lose Friends & Alienate People,Robert B. Weide
59859,Kick-Ass 2,Jeff Wadlow
13495,Alatriste,Agustín Díaz Yanes
254473,Brick Mansions,Camille Delamarre
700,Octopussy,John Glen
4964,Knocked Up,Judd Apatow
10024,My Sister's Keeper,Nick Cassavetes
13490,Welcome Home Roscoe Jenkins,Malcolm D. Lee
15927,A Passage to India,David Lean
1259,Notes on a Scandal,Richard Eyre
5125,Rendition,Gavin Hood
174,Star Trek VI: The Undiscovered Country,Nicholas Meyer
9583,Divine Secrets of the Ya-Ya Sisterhood,Callie Khouri
9437,Kiss the Girls,Gary Fleder
525,The Blues Brothers,John Landis
10188,The Sisterhood of the Traveling Pants 2,Sanaa Hamri
63574,Joyful Noise,Todd Graff
245,About a Boy,Chris Weitz
9825,Lake Placid,Steve Miner
186,Lucky Number Slevin,Paul McGuigan
9549,The Right Stuff,Philip Kaufman
61891,Anonymous,Roland Emmerich
34584,The NeverEnding Story,Wolfgang Petersen
2666,Dark City,Alex Proyas
12783,The Duchess,Saul Dibb
13155,Return to Oz,Walter Murch
42807,The Newton Boys,Richard Linklater
28355,Case 39,Christian Alvart
8080,Suspect Zero,E. Elias Merhige
5126,Martian Child,Menno Meyjes
56288,Spy Kids: All the Time in the World,Robert Rodriguez
303858,Money Monster,Jodie Foster
1613,The 51st State,Ronny Yu
31582,Flawless,Joel Schumacher
16617,Mindhunters,Renny Harlin
8944,What Just Happened,Barry Levinson
41488,The Statement,Norman Jewison
37028,The Magic Flute,Kenneth Branagh
14560,Paul Blart: Mall Cop,Steve Carr
10330,Freaky Friday,Mark Waters
6957,The 40 Year Old Virgin,Judd Apatow
1934,Shakespeare in Love,John Madden
169917,A Walk Among the Tombstones,Scott Frank
951,Kindergarten Cop,Ivan Reitman
10189,Pineapple Express,David Gordon Green
9454,Ever After: A Cinderella Story,Andy Tennant
2055,Open Range,Kevin Costner
1551,Flatliners,Joel Schumacher
5902,A Bridge Too Far,Richard Attenborough
11460,Red Eye,Wes Craven
9358,Final Destination 2,David R. Ellis
134,"O Brother, Where Art Thou?",Joel Coen
22894,Legion,Scott Stewart
134374,Pain & Gain,Michael Bay
1901,In Good Company,Paul Weitz
15028,Clockstoppers,Jonathan Frakes
11509,Silverado,Lawrence Kasdan
7445,Brothers,Jim Sheridan
17047,Agent Cody Banks 2: Destination London,Kevin Allen
62838,New Year's Eve,Garry Marshall
2057,Original Sin,Michael Cristofer
70436,The Raven,James McTeigue
16784,Welcome to Mooseport,Donald Petrie
8011,Highlander: The Final Dimension,Andrew Morahan
31640,Blood and Wine,Bob Rafelson
9092,Snow White: A Tale of Terror,Michael Cohn
2779,The Curse of the Jade Scorpion,Woody Allen
316002,Accidental Love,David O. Russell
36355,Flipper,Alan Shapiro
238615,Self/less,Tarsem Singh
1985,The Constant Gardener,Fernando Meirelles
615,The Passion of the Christ,Mel Gibson
788,Mrs. Doubtfire,Chris Columbus
380,Rain Man,Barry Levinson
13223,Gran Torino,Clint Eastwood
10523,W.,Oliver Stone
8681,Taken,Pierre Morel
239571,The Best of Me,Michael Hoffman
619,The Bodyguard,Mick Jackson
424,Schindler's List,Steven Spielberg
50014,The Help,Tate Taylor
162903,The Fifth Estate,Bill Condon
11024,Scooby-Doo 2: Monsters Unleashed,Raja Gosnell
208763,Forbidden Kingdom,Oleg Stepchenko
6466,Freddy vs. Jason,Ronny Yu
254024,The Face of an Angel,Michael Winterbottom
12589,Jimmy Neutron: Boy Genius,John A. Davis
7191,Cloverfield,Matt Reeves
1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Michael Pressman
117,The Untouchables,Brian De Palma
6977,No Country for Old Men,Joel Coen
168530,Ride Along,Tim Story
634,Bridget Jones's Diary,Sharon Maguire
392,Chocolat,Lasse Hallström
10327,"Legally Blonde 2: Red, White & Blonde",Charles Herman-Wurmfeld
88042,Parental Guidance,Andy Fickman
41630,No Strings Attached,Ivan Reitman
11969,Tombstone,George P. Cosmatos
2085,Romeo Must Die,Andrzej Bartkowiak
794,The Omen,Richard Donner
9286,Final Destination 3,James Wong
77877,The Lucky One,Scott Hicks
1265,Bridge to Terabithia,Gábor Csupó
866,Finding Neverland,Marc Forster
175555,A Madea Christmas,Tyler Perry
75174,The Grey,Joe Carnahan
11096,Hide and Seek,John Polson
8699,Anchorman: The Legend of Ron Burgundy,Adam McKay
769,GoodFellas,Martin Scorsese
10923,Agent Cody Banks,Harald Zwart
11283,Nanny McPhee,Kirk Jones
111,Scarface,Brian De Palma
11676,Nothing to Lose,Steve Oedekerk
746,The Last Emperor,Bernardo Bertolucci
77866,Contraband,Baltasar Kormákur
9416,Money Talks,Brett Ratner
7345,There Will Be Blood,Paul Thomas Anderson
14317,The Wild Thornberrys Movie,Cathy Malkasian
20694,Rugrats Go Wild,Norton Virgien
12277,Undercover Brother,Malcolm D. Lee
9779,The Sisterhood of the Traveling Pants,Ken Kwapis
2140,Kiss of the Dragon,Chris Nahon
12620,The House Bunny,Fred Wolf
14177,Beauty Shop,Bille Woodruff
198185,Million Dollar Arm,Craig Gillespie
227156,The Giver,Phillip Noyce
10735,What a Girl Wants,Dennie Gordon
11351,Jeepers Creepers 2,Victor Salva
10030,Good Luck Chuck,Mark Helfrich
10623,Cradle 2 the Grave,Andrzej Bartkowiak
590,The Hours,Stephen Daldry
9655,She's the Man,Andy Fickman
1268,Mr. Bean's Holiday,Steve Bendelack
11237,Anacondas: The Hunt for the Blood Orchid,Dwight H. Little
190955,Blood Ties,Guillaume Canet
5123,August Rush,Kirsten Sheridan
4518,Elizabeth,Shekhar Kapur
11932,Bride of Chucky,Ronny Yu
11165,Tora! Tora! Tora!,Richard Fleischer
6116,Spice World,Bob Spiers
57431,The Sitter,David Gordon Green
21724,Dance Flick,Damien Dante Wayans
278,The Shawshank Redemption,Frank Darabont
9290,Crocodile Dundee in Los Angeles,Simon Wincer
11543,Kingpin,Bobby Farrelly
284536,The Gambler,Rupert Wyatt
152737,August: Osage County,John Wells
13374,Ice Princess,Tim Fywell
8976,A Lot Like Love,Nigel Cole
319888,Eddie the Eagle,Dexter Fletcher
9469,He Got Game,Spike Lee
1909,Don Juan DeMarco,Jeremy Leven
22971,Dear John,Lasse Hallström
34813,The Losers,Sylvain White
46261,Don't Be Afraid of the Dark,Troy Nixey
10431,War,Philip G. Atwell
8051,Punch-Drunk Love,Paul Thomas Anderson
9352,EuroTrip,Jeff Schaffer
10167,Half Past Dead,Don Michael Paul
18147,Unaccompanied Minors,Paul Feig
17170,"Bright Lights, Big City",James Bridges
18975,The Adventures of Pinocchio,Steve Barron
15487,The Greatest Game Ever Played,Bill Paxton
22825,The Box,Richard Kelly
11152,The Ruins,Carter Smith
1831,The Next Best Thing,John Schlesinger
43931,My Soul to Take,Wes Craven
10591,The Girl Next Door,Luke Greenfield
10861,Maximum Risk,Ringo Lam
12770,Stealing Harvard,Bruce McCulloch
276907,Legend,Brian Helgeland
10074,Hot Rod,Akiva Schaffer
65055,Shark Night,David R. Ellis
10397,Angela's Ashes,Alan Parker
200505,Draft Day,Ivan Reitman
11954,Lifeforce,Tobe Hooper
60309,The Conspirator,Robert Redford
9787,Lords of Dogtown,Catherine Hardwicke
293646,The 33,Patricia Riggen
6978,Big Trouble in Little China,John Carpenter
133698,Fly Me to the Moon,Pascal Chaumeil
59440,Warrior,Gavin O'Connor
1770,Michael Collins,Neil Jordan
10655,Gettysburg,Ronald F. Maxwell
8988,Stop-Loss,Kimberly Peirce
15992,Abandon,Stephen Gaghan
17707,Brokedown Palace,Jonathan Kaplan
77883,The Possession,Ole Bornedal
40001,Mrs. Winterbourne,Richard Benjamin
64639,Straw Dogs,Rod Lurie
9903,The Hoax,Lasse Hallström
21338,Stone Cold,Craig R. Baxley
20766,The Road,John Hillcoat
24264,Sheena,John Guillermin
19803,Underclassman,Marcos Siega
20309,Say It Isn't So,J.B. Rogers
9912,The World's Fastest Indian,Roger Donaldson
9067,Tank Girl,Rachel Talalay
27360,King's Ransom,Jeffrey W. Byrd
8338,Blindness,Fernando Meirelles
168705,BloodRayne,Uwe Boll
72113,Carnage,Roman Polanski
9729,Where the Truth Lies,Atom Egoyan
94352,Cirque du Soleil: Worlds Away,Andrew Adamson
22256,Without Limits,Robert Towne
12404,Me and Orson Welles,Richard Linklater
152742,The Best Offer,Giuseppe Tornatore
11699,The Bad Lieutenant: Port of Call - New Orleans,Werner Herzog
49953,A Turtle's Tale: Sammy's Adventures,Ben Stassen
48034,Little White Lies,Guillaume Canet
39845,Love Ranch,Taylor Hackford
25353,The True Story of Puss 'n Boots,Jérôme Deschamps
36696,Space Dogs,Inna Evlannikova
109091,The Counselor,Ridley Scott
38543,Ironclad,Jonathan English
33157,Waterloo,Sergey Bondarchuk
290864,Kung Fu Jungle,Teddy Chan
242166,Red Sky,Mario Van Peebles
859,Dangerous Liaisons,Stephen Frears
83770,On the Road,Walter Salles
168,Star Trek IV: The Voyage Home,Leonard Nimoy
1246,Rocky Balboa,Sylvester Stallone
4233,Scream 2,Wes Craven
174751,Jane Got a Gun,Gavin O'Connor
184098,Think Like a Man Too,Tim Story
2069,The Whole Nine Yards,Jonathan Lynn
1788,Footloose,Herbert Ross
11635,Old School,Todd Phillips
177,The Fisher King,Terry Gilliam
3600,I Still Know What You Did Last Summer,Danny Cannon
2621,Return to Me,Bonnie Hunt
10358,Zack and Miri Make a Porno,Kevin Smith
10480,Nurse Betty,Neil LaBute
10313,The Men Who Stare at Goats,Grant Heslov
18828,Double Take,George Gallo
3558,"Girl, Interrupted",James Mangold
13476,Win a Date with Tad Hamilton!,Robert Luketic
10208,Muppets from Space,Tim Hill
24961,The Wiz,Sidney Lumet
20697,Ready to Rumble,Brian Robbins
20761,Play It to the Bone,Ron Shelton
70868,I Don't Know How She Does It,Douglas McGrath
43593,Piranha 3D,Alexandre Aja
6478,Beyond the Sea,Kevin Spacey
40688,Meet the Deedles,Steve Boyum
26672,The Thief and the Cobbler,Richard Williams
45881,The Bridge of San Luis Rey,Mary McGuckian
41283,Faster,"George Tillman, Jr."
4935,Howl's Moving Castle,Hayao Miyazaki
19908,Zombieland,Ruben Fleischer
10663,The Waterboy,Frank Coraci
1891,The Empire Strikes Back,Irvin Kershner
9737,Bad Boys,Michael Bay
37137,The Naked Gun 2½: The Smell of Fear,David Zucker
9532,Final Destination,James Wong
10316,The Ides of March,George Clooney
2787,Pitch Black,David Twohy
12658,Someone Like You...,Tony Goldwyn
152601,Her,Spike Jonze
10866,Joy Ride,John Dahl
227707,The Adventurer: The Curse of the Midas Box,Jonathan Newman
21349,Anywhere But Here,Wayne Wang
19150,The Crew,Michael Dinner
70435,Haywire,Steven Soderbergh
580,Jaws: The Revenge,Joseph Sargent
9819,Marvin's Room,Jerry Zaks
13579,The Longshots,Fred Durst
20024,The End of the Affair,Neil Jordan
2453,Harley Davidson and the Marlboro Man,Simon Wincer
6973,In the Valley of Elah,Paul Haggis
11156,Coco Before Chanel,Anne Fontaine
354110,Forsaken,Jon Cassar
22215,Cheri,Stephen Frears
11632,Vanity Fair,Mira Nair
30596,Bodyguards and Assassins,Teddy Chan
3021,1408,Mikael Håfström
957,Spaceballs,Mel Brooks
256917,The Water Diviner,Russell Crowe
251,Ghost,Jerry Zucker
544,There's Something About Mary,Bobby Farrelly
11395,The Santa Clause,John Pasquin
14635,The Rookie,John Lee Hancock
13680,The Game Plan,Andy Fickman
688,The Bridges of Madison County,Clint Eastwood
11090,The Animal,Luke Greenfield
783,Gandhi,Richard Attenborough
228194,The Hundred-Foot Journey,Lasse Hallström
1642,The Net,Irwin Winkler
10950,I Am Sam,Jessie Nelson
235260,Son of God,Christopher Spencer
277,Underworld,Len Wiseman
8999,Derailed,Mikael Håfström
11323,The Informant!,Steven Soderbergh
10445,Shadowlands,Richard Attenborough
11453,Deuce Bigalow: European Gigolo,Mike Bigelow
146239,Delivery Man,Ken Scott
205588,Our Kind of Traitor,Susanna White
10878,Saving Silverman,Dennis Dugan
82650,Diary of a Wimpy Kid: Dog Days,David Bowers
10279,Summer of Sam,Spike Lee
2294,Jay and Silent Bob Strike Back,Kevin Smith
2176,The Glass House,Daniel Sackheim
270487,"Hail, Caesar!",Joel Coen
19366,Josie and the Pussycats,Deborah Kaplan
204082,Homefront,Gary Fleder
24100,The Little Vampire,Uli Edel
1599,I Heart Huckabees,David O. Russell
5550,RoboCop 3,Fred Dekker
30379,Megiddo: The Omega Code 2,Brian Trenchard-Smith
42586,Darling Lili,Blake Edwards
17709,Dudley Do-Right,Hugh Wilson
287948,The Transporter Refueled,Camille Delamarre
7548,The Libertine,Laurence Dunmore
9075,Black Book,Paul Verhoeven
11661,Joyeux Noël,Christian Carion
109513,Hit & Run,Dax Shepard
12085,Mad Money,Callie Khouri
204922,Before I Go to Sleep,Rowan Joffe
38985,Sorcerer,William Friedkin
44113,Stone,John Curran
21494,Moliere,Laurent Tirard
164457,Out of the Furnace,Scott Cooper
4566,Michael Clayton,Tony Gilroy
17795,My Fellow Americans,Peter Segal
1073,Arlington Road,Mark Pellington
153158,Underdogs,Juan José Campanella
81836,To Rome with Love,Woody Allen
10724,Firefox,Clint Eastwood
9473,"South Park: Bigger, Longer & Uncut",Trey Parker
2196,Death at a Funeral,Frank Oz
1499,Teenage Mutant Ninja Turtles III,Stuart Gillard
20857,Hardball,Brian Robbins
82693,Silver Linings Playbook,David O. Russell
1646,Freedom Writers,Richard LaGravenese
44944,For Colored Girls,Tyler Perry
4108,The Transporter,Louis Leterrier
8456,Never Back Down,Jeff Wadlow
7341,The Rage: Carrie 2,Katt Shea
19255,Away We Go,Sam Mendes
10187,Swing Vote,Joshua Michael Stern
31005,Moonlight Mile,Brad Silberling
49517,Tinker Tailor Soldier Spy,Tomas Alfredson
44857,Molly,John Duigan
50780,The Beaver,Jodie Foster
16363,The Best Little Whorehouse in Texas,Colin Higgins
1946,eXistenZ,David Cronenberg
85,Raiders of the Lost Ark,Steven Spielberg
772,Home Alone 2: Lost in New York,Chris Columbus
840,Close Encounters of the Third Kind,Steven Spielberg
9682,Pulse,Jim Sonzero
96,Beverly Hills Cop II,Tony Scott
10678,Bringing Down the House,Adam Shankman
274,The Silence of the Lambs,Jonathan Demme
8872,Wayne's World,Penelope Spheeris
16290,Jackass 3D,Jeff Tremaine
579,Jaws 2,Jeannot Szwarc
14405,Beverly Hills Chihuahua,Raja Gosnell
138843,The Conjuring,James Wan
11637,Are We There Yet?,Brian Levant
226486,Tammy,Ben Falcone
1584,School of Rock,Richard Linklater
9312,Mortal Kombat,Paul W.S. Anderson
12153,White Chicks,Keenen Ivory Wayans
65057,The Descendants,Alexander Payne
8326,Holes,Andrew Davis
35690,The Last Song,Julie Anne Robinson
76203,12 Years a Slave,Steve McQueen
