budget,id,original_language,original_title,popularity,release_date,revenue,runtime,title,vote_average,vote_count,genres
15000000,8321,en,In Bruges,25.329493,2008-02-08,34533783,107.0,In Bruges,7.4,1388,Comedy_Drama_Crime
15,72359,en,Peeples,5.112809,2013-05-09,0,95.0,Peeples,5.6,26,Comedy
15000000,10186,en,The Rocker,13.832376,2008-08-20,8762890,102.0,The Rocker,5.6,156,Comedy_Music
15000000,25704,en,Post Grad,7.446069,2009-08-21,6405245,89.0,Post Grad,5.0,100,Comedy
15000000,133694,en,Promised Land,13.568302,2012-09-23,8138788,106.0,Promised Land,6.0,243,Drama
15000000,19265,en,Whatever Works,21.857387,2009-06-19,35097815,92.0,Whatever Works,6.8,350,Comedy_Romance
15000000,36047,en,The In Crowd,0.249245,2000-07-19,5217498,105.0,The In Crowd,4.7,15,Thriller
15000000,8053,en,The Three Burials of Melquiades Estrada,12.163832,2005-11-17,12036149,121.0,The Three Burials of Melquiades Estrada,7.0,177,Adventure_Crime_Drama_Mystery_Western
0,2290,en,Jakob the Liar,8.962245,1999-09-16,0,120.0,Jakob the Liar,6.0,90,Comedy_Drama_History
15000000,5236,en,Kiss Kiss Bang Bang,32.690038,2005-09-05,15785148,103.0,Kiss Kiss Bang Bang,7.2,886,Action_Comedy_Crime_Mystery
25000000,6552,en,Idle Hands,8.583217,1999-04-30,4152230,92.0,Idle Hands,6.1,182,Thriller_Comedy_Horror
15000000,1018,en,Mulholland Drive,31.60985,2001-05-16,20117339,147.0,Mulholland Drive,7.6,1477,Thriller_Drama_Mystery
0,10075,en,Blood and Chocolate,12.295216,2007-01-26,0,98.0,Blood and Chocolate,5.4,87,Drama_Fantasy_Horror_Romance
22000000,38031,en,You Will Meet a Tall Dark Stranger,12.4654,2010-05-23,0,98.0,You Will Meet a Tall Dark Stranger,5.8,251,Comedy_Drama_Romance
15000000,42188,en,Never Let Me Go,30.983397,2010-09-15,9455232,104.0,Never Let Me Go,6.8,737,Drama_Romance_Science Fiction
0,112430,en,The Company,1.485324,2007-08-05,0,276.0,The Company,7.0,12,Drama
15000000,6687,en,Transsiberian,11.428903,2008-01-18,5926410,111.0,Transsiberian,6.5,195,Thriller_Crime_Mystery
15000000,13853,en,The Clan of the Cave Bear,5.484679,1986-01-17,0,98.0,The Clan of the Cave Bear,4.8,27,Adventure_Drama
0,31306,en,Crazy in Alabama,5.770246,1999-10-22,0,111.0,Crazy in Alabama,6.5,12,Comedy_Drama
15000000,8461,en,Funny Games,15.175289,2007-10-20,7938872,112.0,Funny Games,6.3,545,Horror_Thriller_Crime
0,331592,en,Listening,2.414721,2015-09-11,0,100.0,Listening,5.5,31,Drama_Thriller_Science Fiction
0,47692,en,Felicia's Journey,0.470645,1999-11-24,0,116.0,Felicia's Journey,6.6,23,Drama
92620000,19,de,Metropolis,32.351527,1927-01-10,650422,153.0,Metropolis,8.0,657,Drama_Science Fiction
12000000,10045,fr,Banlieue 13,17.493735,2004-11-09,9584131,84.0,District B13,6.5,565,Action_Thriller_Science Fiction
8000000,400,en,Things to Do in Denver When You're Dead,6.932221,1995-12-01,529766,116.0,Things to Do in Denver When You're Dead,6.7,85,Drama_Crime
15000000,253450,zh,刺客聶隱娘,8.142166,2015-08-27,632542,105.0,The Assassin,6.6,157,Action_Drama_History
15000000,9104,en,Buffalo Soldiers,6.329672,2001-09-08,0,98.0,Buffalo Soldiers,6.5,93,Drama_Comedy_War_Crime_Thriller
0,11190,ru,Возвращение,7.744166,2003-06-25,0,105.0,The Return,7.4,100,Thriller_Drama_Mystery
8500000,16353,th,Ong Bak 2,9.029489,2008-12-04,8936663,98.0,Ong Bak 2,6.0,152,Adventure_Action_Thriller
12000000,23759,en,Centurion,22.708647,2010-02-15,6814789,97.0,Centurion,5.9,386,Adventure_Action_Drama
15000000,24206,en,Silent Trigger,2.609057,1996-06-26,76382,93.0,Silent Trigger,5.0,22,Drama_Action_Thriller
15000000,10185,en,The Midnight Meat Train,19.913961,2008-08-07,3533227,98.0,The Midnight Meat Train,6.0,290,Mystery_Drama_Crime_Thriller_Horror
15000000,75033,en,Winnie Mandela,1.897761,2011-09-16,0,107.0,Winnie Mandela,5.2,5,Drama
15000000,74536,en,The Son of No One,7.701186,2011-11-04,0,90.0,The Son of No One,4.8,92,Drama_Thriller_Crime
15000000,31668,en,All The Queen's Men,1.833058,2001-10-14,23000,99.0,All The Queen's Men,6.1,7,Action_Comedy_Drama_History
15000000,13501,en,The Good Night,12.185204,2007-01-25,20380,93.0,The Good Night,5.7,41,Comedy_Drama_Romance_Fantasy_Music
0,15208,en,Bathory,2.500218,2008-07-04,0,141.0,Bathory: Countess of Blood,5.6,31,Drama_Fantasy
20000000,172391,en,Khumba,6.459787,2013-07-18,27187375,85.0,Khumba,5.8,72,Animation_Adventure_Family
7000000,262543,en,Autómata,49.808505,2014-10-09,0,110.0,Automata,5.6,670,Thriller_Science Fiction
0,9288,en,Dungeons & Dragons: Wrath of the Dragon God,4.901936,2005-01-01,0,105.0,Dungeons & Dragons: Wrath of the Dragon God,4.8,36,Action_Adventure_Fantasy
15000000,370980,it,Chiamatemi Francesco - Il Papa della gente,0.738646,2015-12-03,0,,Chiamatemi Francesco - Il Papa della gente,7.3,12,Drama
15000000,20083,zh,新宿事件,5.294319,2009-03-22,0,119.0,Shinjuku Incident,6.7,65,Drama_Action_Thriller_Crime
0,40880,en,Pandaemonium,0.165367,2001-06-29,0,124.0,Pandaemonium,4.5,2,Drama_Foreign
14600000,137,en,Groundhog Day,52.744331,1993-02-11,70906973,101.0,Groundhog Day,7.4,2301,Romance_Fantasy_Drama_Comedy
14800000,264999,en,Magic Mike XXL,29.660993,2015-07-01,122513057,115.0,Magic Mike XXL,6.3,706,Comedy_Drama_Music
14500000,454,en,Romeo + Juliet,41.493042,1996-10-31,147298761,120.0,Romeo + Juliet,6.7,1374,Drama_Romance
10000000,53457,fr,Elle s'appelait Sarah,10.072199,2010-09-16,17511906,111.0,Sarah's Key,7.2,196,Drama_War
14500000,288980,en,Freedom,4.389363,2014-08-21,0,98.0,Freedom,5.8,9,Drama
14000000,33,en,Unforgiven,37.380435,1992-08-07,159157447,131.0,Unforgiven,7.7,1113,Western
14200000,1951,da,Manderlay,7.05145,2005-05-16,674918,139.0,Manderlay,6.9,78,Drama
15000000,12405,en,Slumdog Millionaire,59.258969,2008-05-12,377910544,120.0,Slumdog Millionaire,7.6,2827,Drama_Romance
14000000,10998,en,Fatal Attraction,16.742972,1987-09-11,320145693,119.0,Fatal Attraction,6.6,291,Drama_Romance_Thriller
14000000,114,en,Pretty Woman,45.473484,1990-03-23,463000000,119.0,Pretty Woman,7.0,1746,Romance_Comedy
0,9396,en,Crocodile Dundee II,15.474831,1988-05-19,239606210,110.0,Crocodile Dundee II,5.5,303,Adventure_Comedy
0,319910,en,Broken Horses,4.289676,2015-03-15,0,101.0,Broken Horses,5.0,10,Thriller_Mystery_Drama_Crime
14000000,2604,en,Born on the Fourth of July,25.949277,1989-12-20,161001698,145.0,Born on the Fourth of July,6.7,395,Drama_War
14000000,864,en,Cool Runnings,22.409117,1993-09-30,154864401,98.0,Cool Runnings,6.8,491,Comedy
15000000,14435,en,My Bloody Valentine,13.706357,2009-01-16,100734718,101.0,My Bloody Valentine,5.3,299,Mystery_Horror
13000000,1931,en,Stomp the Yard,6.92205,2007-05-16,75511123,114.0,Stomp the Yard,6.1,88,Drama_Music
14000000,691,en,The Spy Who Loved Me,27.17347,1977-07-07,185438673,125.0,The Spy Who Loved Me,6.6,507,Adventure_Action_Thriller
14000000,9877,en,Urban Legend,12.159009,1998-09-25,72527595,99.0,Urban Legend,5.6,290,Horror_Thriller
0,62008,en,Good Deeds,4.448494,2012-02-23,0,111.0,Good Deeds,6.2,45,Comedy_Drama_Romance
14000000,12227,en,White Fang,13.13724,1991-01-18,34793160,107.0,White Fang,6.5,135,Action_Adventure_Drama_Family
0,13824,en,Superstar,4.04701,1999-10-08,0,81.0,Superstar,5.1,83,Comedy_Family
13000000,71688,en,The Iron Lady,23.3784,2011-12-30,114956699,105.0,The Iron Lady,6.2,527,History_Drama
0,15173,en,Jonah: A VeggieTales Movie,1.446172,2002-10-04,0,82.0,Jonah: A VeggieTales Movie,6.4,22,Action_Adventure_Animation_Comedy_Family_Fantasy_Romance
14000000,8291,en,Poetic Justice,3.650857,1993-07-23,27515786,109.0,Poetic Justice,6.9,47,Drama_Romance
14000000,13950,en,All About the Benjamins,5.102258,2002-03-08,25482931,95.0,All About the Benjamins,5.8,48,Action_Adventure_Comedy
14000000,12158,en,Vampire in Brooklyn,6.772615,1995-10-27,19800000,100.0,Vampire in Brooklyn,4.5,111,Comedy_Horror_Romance
14000000,11586,en,Exorcist II: The Heretic,11.543363,1977-06-17,30749142,118.0,Exorcist II: The Heretic,4.5,133,Horror_Thriller_Fantasy
0,10008,en,An American Haunting,7.436315,2005-05-05,0,83.0,An American Haunting,5.3,142,Horror_Thriller
14000000,2830,en,My Boss's Daughter,14.813614,2003-08-21,0,83.0,My Boss's Daughter,4.4,180,Comedy_Romance
14000000,12403,en,A Perfect Getaway,20.792603,2009-06-08,22852638,98.0,A Perfect Getaway,6.2,351,Thriller_Mystery_Adventure
14000000,34563,en,Our Family Wedding,6.733485,2010-03-12,21409028,103.0,Our Family Wedding,5.7,39,Comedy
0,14557,en,Dead Man on Campus,7.708227,1998-08-21,0,96.0,Dead Man on Campus,5.6,49,Comedy
12000000,10368,en,Tea with Mussolini,2.238646,1999-03-25,21001563,117.0,Tea with Mussolini,5.8,32,Comedy_Drama_War
0,10280,en,Thinner,7.866961,1996-10-25,0,92.0,Thinner,5.5,124,Horror_Thriller
0,12637,en,"New York, New York",3.876242,1977-06-21,0,155.0,"New York, New York",6.1,67,Drama_Music_Romance
0,34152,en,Crooklyn,1.89218,1994-05-13,0,115.0,Crooklyn,6.7,31,Comedy_Drama
11000000,14434,en,I Think I Love My Wife,4.536745,2007-03-16,13196245,90.0,I Think I Love My Wife,5.0,55,Comedy_Romance
11000000,11470,en,Jason X,11.220643,2001-07-24,16951798,91.0,Jason X,4.5,291,Horror_Science Fiction
0,10741,en,Bobby,11.706309,2006-09-05,0,120.0,Bobby,6.4,119,History_Drama
14000000,24940,en,Head Over Heels,4.66723,2001-02-02,10424470,86.0,Head Over Heels,5.3,73,Comedy_Romance
14000000,82679,en,Fun Size,7.487843,2012-10-25,11417362,87.0,Fun Size,5.5,134,Comedy
14000000,2013,fr,Le scaphandre et le papillon,13.65494,2007-05-22,19777647,112.0,The Diving Bell and the Butterfly,7.4,283,Drama
26000000,1440,en,Little Children,11.942862,2006-10-06,14821658,136.0,Little Children,6.9,240,Romance_Drama
14000000,18041,en,Gossip,5.833687,2000-04-21,5108820,90.0,Gossip,5.5,68,Drama_Mystery_Thriller
14000000,28029,en,A Walk on the Moon,6.370267,1999-01-29,0,107.0,A Walk on the Moon,6.2,21,Drama_Romance
0,1123,en,Catch a Fire,4.052219,2006-10-27,4291965,101.0,Catch a Fire,6.4,25,Action_Drama_Thriller
0,14033,en,Soul Survivors,3.231848,2001-09-06,0,84.0,Soul Survivors,4.4,49,Horror_Mystery_Thriller
14000000,87729,en,Jefferson in Paris,0.900442,1995-03-31,2474000,139.0,Jefferson in Paris,5.2,10,Drama_Romance
0,16899,en,Easy Virtue,8.387573,2008-01-01,0,93.0,Easy Virtue,6.3,108,Comedy_Romance
0,41317,en,Caravans,0.633004,1978-11-02,0,127.0,Caravans,5.8,1,Action_Adventure_Drama_Romance
0,245700,en,Mr. Turner,9.242554,2014-10-31,5405500,150.0,Mr. Turner,6.3,204,History_Drama
0,37842,fr,Les herbes folles,1.866443,2009-05-20,0,104.0,Wild Grass,5.8,22,Drama_Romance
0,9045,fr,Amen.,5.930533,2002-02-13,0,132.0,Amen.,7.1,75,Drama_History
12000000,44092,zh,剑雨,4.930129,2010-09-01,0,117.0,Reign of Assassins,6.7,57,History_Action
0,16005,en,The Lucky Ones,8.747922,2008-09-26,0,113.0,The Lucky Ones,6.3,55,Comedy_Drama_History
14000000,44754,en,Margaret,4.898424,2011-09-30,46495,149.0,Margaret,6.1,86,Drama
108,23988,en,Stan Helsing,7.410523,2009-10-27,0,90.0,Stan Helsing,4.0,97,Comedy_Horror
14000000,43949,en,Flipped,24.210698,2010-08-06,1755212,89.0,Flipped,7.4,418,Romance_Drama
14000000,142,en,Brokeback Mountain,44.135568,2005-09-02,178043761,134.0,Brokeback Mountain,7.5,1480,Drama_Romance
12000000,9603,en,Clueless,16.051328,1995-07-19,0,97.0,Clueless,6.9,803,Comedy_Drama_Romance
13500000,10712,en,Far from Heaven,9.982885,2002-09-01,29027914,107.0,Far from Heaven,6.9,144,Drama_Romance
14000000,243938,en,Hot Tub Time Machine 2,16.618874,2015-02-20,12314651,93.0,Hot Tub Time Machine 2,5.0,354,Comedy
13500000,10876,en,Quills,7.261196,2000-11-22,7060876,124.0,Quills,6.8,128,Drama
15000000,86838,en,Seven Psychopaths,32.306455,2012-09-07,19422261,110.0,Seven Psychopaths,6.7,1206,Comedy_Crime
0,25208,en,The Caveman's Valentine,4.722403,2001-01-19,0,105.0,The Caveman's Valentine,6.0,27,Drama_Mystery_Thriller
18339750,613,de,Der Untergang,32.445895,2004-09-08,92180910,156.0,Downfall,7.7,1037,Drama_History_War
12806000,1913,es,Mar adentro,17.363739,2004-09-03,38535221,125.0,The Sea Inside,7.2,219,Drama
13300000,97370,en,Under the Skin,29.782161,2014-03-14,5380251,108.0,Under the Skin,6.0,1102,Thriller_Science Fiction_Drama
13000000,801,en,"Good Morning, Vietnam",18.362333,1987-12-23,123922370,121.0,"Good Morning, Vietnam",7.1,642,Comedy_Drama_War
13400000,70829,en,The Last Godfather,0.680753,2010-12-29,16700000,100.0,The Last Godfather,4.7,7,Action_Comedy_Thriller
13000000,54518,en,Justin Bieber: Never Say Never,6.735922,2011-02-11,98441954,105.0,Justin Bieber: Never Say Never,4.8,154,Documentary_Music_Family
13000000,44214,en,Black Swan,91.285683,2010-12-02,327803731,108.0,Black Swan,7.3,4430,Drama_Thriller
13000000,240,en,The Godfather: Part II,105.792936,1974-12-20,47542841,200.0,The Godfather: Part II,8.3,3338,Drama_Crime
13000000,9816,en,Save the Last Dance,9.969624,2001-01-12,91038276,112.0,Save the Last Dance,6.3,352,Drama_Family_Romance_Music
7000000,10131,en,A Nightmare on Elm Street 4: The Dream Master,17.113408,1988-08-19,72500000,99.0,A Nightmare on Elm Street 4: The Dream Master,5.8,281,Horror_Thriller
16000000,339984,en,Miracles from Heaven,10.248439,2016-03-17,77000000,117.0,Miracles from Heaven,6.7,186,Drama
13000000,8859,en,"Dude, Where’s My Car?",25.316146,2000-12-15,73180723,83.0,"Dude, Where’s My Car?",5.2,509,Comedy
13000000,11967,en,Young Guns,9.499325,1988-08-12,44726644,107.0,Young Guns,6.6,258,Crime_Action_Adventure_Drama_Western
13000000,239563,en,St. Vincent,43.791745,2014-10-09,54837234,102.0,St. Vincent,7.1,763,Comedy
12500000,222899,en,About Last Night,11.828068,2014-02-14,49002684,100.0,About Last Night,6.0,210,Comedy_Romance
16000000,4951,en,10 Things I Hate About You,54.550275,1999-03-30,53478166,97.0,10 Things I Hate About You,7.3,1701,Comedy_Romance_Drama
13000000,10985,en,The New Guy,13.525704,2002-05-10,0,88.0,The New Guy,5.7,151,Comedy_Family
0,9644,en,National Lampoon's Loaded Weapon 1,12.963328,1993-02-04,0,84.0,National Lampoon's Loaded Weapon 1,5.7,157,Comedy
17000000,332567,en,The Shallows,60.829621,2016-06-24,119100758,86.0,The Shallows,6.2,1567,Horror_Drama_Thriller
13000000,1954,en,The Butterfly Effect,73.307513,2004-01-22,96060858,113.0,The Butterfly Effect,7.3,2060,Science Fiction_Thriller
0,15489,en,Snow Day,7.964289,2000-02-11,0,89.0,Snow Day,4.8,51,Comedy_Family
13000000,15250,en,This Christmas,2.388918,2007-11-27,0,117.0,This Christmas,7.1,29,Comedy_Drama
12000000,22345,en,Baby Geniuses,4.580081,1999-03-12,36450736,97.0,Baby Geniuses,3.3,75,Science Fiction_Comedy_Family
13000000,9448,en,The Big Hit,6.425528,1998-04-24,27007143,91.0,The Big Hit,6.1,109,Action_Adventure_Comedy_Thriller
12000000,38223,en,Harriet the Spy,4.63093,1996-07-10,0,100.0,Harriet the Spy,5.7,46,Comedy_Drama_Family
13000000,11186,en,Child's Play 2,16.681567,1990-11-09,35763605,84.0,Child's Play 2,5.8,308,Drama_Horror
13200000,136835,en,No Good Deed,24.656068,2014-09-10,53830415,83.0,No Good Deed,5.6,181,Crime_Thriller
18000000,5876,en,The Mist,37.104353,2007-11-21,57096190,126.0,The Mist,6.7,1399,Science Fiction_Horror_Thriller
15000000,264660,en,Ex Machina,95.130041,2015-01-21,36869414,108.0,Ex Machina,7.6,4737,Drama_Science Fiction
13000000,492,en,Being John Malkovich,27.546914,1999-09-30,22863596,112.0,Being John Malkovich,7.3,1101,Fantasy_Drama_Comedy
6000000,25462,en,Two Can Play That Game,2.27213,2001-09-07,0,90.0,Two Can Play That Game,6.6,17,Comedy_Romance
13000000,238603,en,Earth to Echo,17.371327,2014-06-14,45300000,89.0,Earth to Echo,5.7,290,Family_Adventure_Science Fiction
13000000,10691,en,Crazy/Beautiful,6.130096,2001-06-29,16929123,99.0,Crazy/Beautiful,6.6,96,Drama_Romance
19000000,1251,en,Letters from Iwo Jima,24.47248,2006-12-19,68673228,141.0,Letters from Iwo Jima,7.2,541,Action_Adventure_Drama_War
13000000,5172,en,The Astronaut Farmer,6.764437,2006-10-15,11130889,104.0,The Astronaut Farmer,6.2,123,Adventure_Comedy_Drama_Science Fiction
13000000,58680,en,Woo,1.750054,1998-05-08,8026971,84.0,Woo,5.5,10,Comedy_Romance
6000000,264644,en,Room,66.11334,2015-10-16,35401758,117.0,Room,8.1,2757,Drama_Thriller
0,14577,en,Dirty Work,9.066881,1998-06-12,0,82.0,Dirty Work,6.5,66,Comedy
13000000,11592,en,Serial Mom,6.170139,1994-04-13,7820688,95.0,Serial Mom,6.4,135,Comedy_Crime_Horror_Thriller
13000000,16406,en,Dick,4.742537,1999-08-04,27500000,94.0,Dick,5.7,67,Comedy
0,19052,en,Light It Up,1.212956,1999-11-04,0,99.0,Light It Up,6.6,7,Drama_Thriller
13000000,3682,en,54,11.880899,1998-08-28,16757163,106.0,54,5.5,135,Music_Drama
0,9683,en,Bubble Boy,10.131123,2001-08-24,0,84.0,Bubble Boy,5.1,163,Adventure_Comedy_Drama_Romance
13000000,2084,en,Birthday Girl,5.831302,2001-09-06,0,93.0,Birthday Girl,6.1,103,Comedy_Crime_Thriller
13000000,107811,en,21 & Over,35.522027,2013-03-01,48065672,93.0,21 & Over,5.7,737,Comedy
13000000,2266,fr,"Paris, je t'aime",10.573191,2006-05-16,4857367,120.0,"Paris, je t'aime",6.8,207,Drama_Romance
0,13074,en,Resurrecting the Champ,4.898437,2007-06-14,0,112.0,Resurrecting the Champ,5.9,60,Drama
13000000,144340,en,Admission,17.632446,2013-03-21,18000000,107.0,Admission,5.4,304,Comedy_Drama_Romance
0,48217,en,La veuve de Saint-Pierre,1.780065,2000-01-01,0,112.0,The Widow of Saint-Pierre,6.7,11,Romance_Drama
15000000,28211,en,Chloe,26.373864,2009-03-25,8459458,96.0,Chloe,5.9,498,Drama_Thriller_Mystery
13000000,47502,en,Faithful,1.647335,1996-04-03,9789900,91.0,Faithful,4.8,4,Comedy_Crime_Drama
13000000,9950,en,Find Me Guilty,12.321302,2006-03-16,2636637,125.0,Find Me Guilty,6.5,138,Drama_Action_Comedy_Crime
13000000,84892,en,The Perks of Being a Wallflower,43.444135,2012-09-20,33400000,102.0,The Perks of Being a Wallflower,7.7,2968,Drama_Romance
3000000,24227,en,Excessive Force,1.279106,1993-05-14,1200000,87.0,Excessive Force,4.5,10,Action
13000000,9672,en,Infamous,3.680896,2006-11-16,1151330,110.0,Infamous,6.4,60,Drama
0,44853,en,The Claim,2.996284,2000-12-29,0,120.0,The Claim,5.6,17,Drama_Romance_Western
13000000,157544,en,The Vatican Tapes,10.475368,2015-07-24,1784763,91.0,The Vatican Tapes,4.6,243,Thriller_Horror
14350531,59678,en,Attack the Block,30.952377,2011-05-12,3964682,88.0,Attack the Block,6.3,733,Action_Comedy_Science Fiction
10000000,79777,en,In the Land of Blood and Honey,4.267466,2011-12-23,303877,127.0,In the Land of Blood and Honey,5.8,45,Drama_Romance_War
13000000,158011,en,The Call,34.532418,2013-03-14,68572378,94.0,The Call,6.6,1257,Crime_Thriller
0,407887,ko,인천상륙작전,6.116436,2016-07-27,0,110.0,Operation Chromite,5.8,29,History_Drama_War_Action
0,17043,en,The Crocodile Hunter: Collision Course,1.714972,2002-07-26,33082548,90.0,The Crocodile Hunter: Collision Course,5.3,34,Family_Action_Adventure
13000000,8952,en,I Love You Phillip Morris,19.664699,2009-01-18,10652035,98.0,I Love You Phillip Morris,6.4,503,Comedy_Drama_Romance
12000000,62204,xx,La Guerre du feu,6.537986,1981-12-15,55260558,100.0,Quest for Fire,7.1,109,Adventure_Drama
12500000,13435,en,Antwone Fisher,13.349012,2002-12-19,23367586,120.0,Antwone Fisher,6.7,137,Drama_Romance
0,17187,en,The Emperor's Club,6.796079,2002-11-22,0,108.0,The Emperor's Club,6.9,96,Drama_Romance
12500000,319,en,True Romance,35.268557,1993-09-09,12281551,120.0,True Romance,7.5,749,Action_Thriller_Crime_Romance
3100000,59457,en,Womb,7.453347,2010-07-15,0,111.0,Womb,5.9,92,Romance_Science Fiction
12500000,9504,en,Glengarry Glen Ross,13.939054,1992-09-15,10725228,100.0,Glengarry Glen Ross,7.5,323,Crime_Drama_Mystery
13000000,37414,en,The Killer Inside Me,11.892615,2010-02-19,0,109.0,The Killer Inside Me,6.0,173,Crime_Drama_Thriller
0,6217,en,Cat People,5.69872,1982-04-02,0,118.0,Cat People,6.0,94,Drama_Fantasy_Horror_Thriller
12500000,26688,en,Sorority Row,8.780512,2009-09-09,27206120,101.0,Sorority Row,5.4,177,Horror_Mystery_Thriller
0,43867,en,The Prisoner of Zenda,4.021389,1937-09-03,0,101.0,The Prisoner of Zenda,8.4,11,Adventure_Drama_Romance
12000000,6615,en,Lars and the Real Girl,15.817096,2007-10-12,11293663,106.0,Lars and the Real Girl,7.1,509,Comedy_Romance_Drama
12500000,14574,en,The Boy in the Striped Pyjamas,34.821223,2008-05-07,20416563,94.0,The Boy in the Striped Pyjamas,7.7,1451,War_Drama
12800000,16,en,Dancer in the Dark,22.022228,2000-05-17,40031879,140.0,Dancer in the Dark,7.6,377,Drama_Crime_Music
0,39780,en,Oscar and Lucinda,0.139384,1997-12-31,0,132.0,Oscar and Lucinda,6.2,25,Drama_Romance
12500000,21612,en,The Funeral,2.950618,1996-01-26,1227324,99.0,The Funeral,7.3,31,Crime_Drama
15000000,36691,en,Solitary Man,7.497306,2009-09-07,5024782,90.0,Solitary Man,5.8,84,Comedy_Drama_Romance
20000000,23631,en,Machete,26.396191,2010-09-01,31327899,105.0,Machete,6.3,1150,Action_Comedy_Thriller
12500000,45324,en,Casino Jack,6.546037,2010-09-16,1083683,108.0,Casino Jack,6.0,94,Crime_Comedy_Drama
12300000,12144,en,The Land Before Time,28.670193,1988-11-18,84460846,69.0,The Land Before Time,7.0,640,Animation_Adventure_Family
0,11658,ko,태극기 휘날리며,9.572705,2004-02-05,15,140.0,Tae Guk Gi: The Brotherhood of War,7.4,133,Action_Adventure_Drama_History_War
12500000,56601,en,The Perfect Game,0.903529,2010-04-01,3878993,118.0,The Perfect Game,6.3,30,Drama_Family
8000000,9552,en,The Exorcist,47.584643,1973-12-26,441306145,122.0,The Exorcist,7.5,2005,Drama_Horror_Thriller
7000000,578,en,Jaws,50.152327,1975-06-18,470654000,124.0,Jaws,7.5,2542,Horror_Thriller_Adventure
11000000,2105,en,American Pie,60.767168,1999-07-09,235483004,95.0,American Pie,6.4,2296,Comedy_Romance
12516654,126319,fr,Ernest et Célestine,11.103202,2012-12-12,8109160,78.0,Ernest & Celestine,7.6,142,Animation_Comedy_Drama_Family
25000000,10136,en,The Golden Child,15.26213,1986-12-12,79817939,94.0,The Golden Child,5.6,304,Action_Adventure_Comedy
12000000,67660,en,Think Like a Man,6.035152,2012-04-16,96070507,122.0,Think Like a Man,6.9,281,Comedy_Romance
12000000,10611,en,Barbershop,10.297189,2002-04-01,75781642,102.0,Barbershop,6.2,137,Comedy_Drama
12000000,154,en,Star Trek II: The Wrath of Khan,22.434102,1982-06-03,96800000,113.0,Star Trek II: The Wrath of Khan,7.3,675,Action_Adventure_Science Fiction_Thriller
15000000,3049,en,Ace Ventura: Pet Detective,41.249004,1994-02-04,107217396,86.0,Ace Ventura: Pet Detective,6.4,1648,Comedy_Mystery
12000000,860,en,WarGames,23.161754,1983-06-03,79567667,114.0,WarGames,7.0,504,Thriller_Science Fiction
12000000,9281,en,Witness,19.195399,1985-02-08,68706993,113.0,Witness,7.0,375,Crime_Drama_Romance_Thriller
12000000,75674,en,Act of Valor,21.958055,2012-02-24,81272766,110.0,Act of Valor,6.3,417,Action_Thriller_War
12000000,9762,en,Step Up,45.477802,2006-08-11,114194847,104.0,Step Up,6.7,1060,Music_Drama_Romance_Crime
12000000,3179,en,Beavis and Butt-Head Do America,12.60629,1996-12-15,0,81.0,Beavis and Butt-Head Do America,6.5,168,Animation_Comedy
12000000,184,en,Jackie Brown,40.631671,1997-12-24,39673162,154.0,Jackie Brown,7.3,1514,Comedy_Crime_Romance
12000000,13335,en,Harold & Kumar Escape from Guantanamo Bay,26.219598,2008-04-25,43493123,107.0,Harold & Kumar Escape from Guantanamo Bay,6.2,497,Comedy_Adventure
15000000,76726,en,Chronicle,64.504747,2012-02-01,145000000,84.0,Chronicle,6.6,1935,Science Fiction_Drama_Thriller
12000000,10269,en,Yentl,3.389249,1983-11-18,30400000,132.0,Yentl,6.2,51,Music_Drama_Romance
5000000,36819,en,Time Bandits,14.779537,1981-07-13,42365581,116.0,Time Bandits,6.6,249,Family_Fantasy_Science Fiction_Adventure_Comedy
12000000,17130,en,Crossroads,6.703319,2002-02-15,61141030,93.0,Crossroads,4.7,158,Action_Adventure_Comedy_Drama_Family_Music_Romance
12000000,57214,en,Project X,49.070321,2012-03-01,100000000,88.0,Project X,6.5,1564,Comedy_Crime
12000000,11202,en,Patton,21.933822,1970-01-25,89800000,172.0,Patton,7.3,323,Drama_History_War
12000000,9357,en,One Hour Photo,20.624896,2002-08-21,52223306,96.0,One Hour Photo,6.6,435,Horror_Thriller
12000000,13812,en,Quarantine,8.083995,2008-10-10,40855419,89.0,Quarantine,5.5,339,Horror_Science Fiction_Thriller
12000000,9030,en,The Eye,11.135734,2008-02-01,56309766,98.0,The Eye,5.5,281,Drama_Horror_Thriller
12000000,19084,en,Johnson Family Vacation,4.623609,2004-04-07,31179516,97.0,Johnson Family Vacation,4.7,30,Comedy_Family
12000000,8386,en,How High,11.510281,2001-12-21,31155435,93.0,How High,6.3,218,Comedy
0,10437,en,The Muppet Christmas Carol,15.085981,1992-12-10,27281507,85.0,The Muppet Christmas Carol,7.2,212,Comedy_Family_Fantasy_Drama
12000000,1360,en,Frida,18.422327,2002-08-29,56298474,123.0,Frida,7.3,383,Drama_Romance
12000000,101267,en,Katy Perry: Part of Me,8.410688,2012-06-28,32726956,93.0,Katy Perry: Part of Me,6.5,85,Documentary_Music
12000000,222935,en,The Fault in Our Stars,74.358971,2014-05-16,307166834,125.0,The Fault in Our Stars,7.6,3759,Romance_Drama
12000000,10220,en,Rounders,18.422008,1998-09-11,22921898,121.0,Rounders,6.9,439,Drama_Crime
0,284296,en,Top Five,15.896312,2014-12-12,25434291,102.0,Top Five,6.3,210,Drama_Comedy
